Category,City,Country/Region,Order Date,Year,Month,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,Los Angeles,United States,26-06-2019,2019,Jun,CA-2019-144015,90036,OFF-SU-10003505,Premier Electric Letter Opener,West,Corporate,26-06-2019,Same Day,Shipped On Time,California,Supplies,0,0,0,12,2,232,347
Office Supplies,Los Angeles,United States,26-06-2019,2019,Jun,CA-2019-144015,90036,OFF-FA-10000624,OIC Binder Clips,West,Corporate,26-06-2019,Same Day,Shipped On Time,California,Fasteners,0,0,0,9,5,18,27
Office Supplies,Los Angeles,United States,26-06-2019,2019,Jun,CA-2019-144015,90036,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",West,Corporate,26-06-2019,Same Day,Shipped On Time,California,Paper,0,0,0,6,2,12,19
Office Supplies,Philadelphia,United States,26-12-2017,2017,Dec,CA-2017-101427,19140,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",East,Corporate,30-12-2017,Standard Class,Shipped Early,Pennsylvania,Art,4,6,20,1,3,8,12
Technology,Akron,United States,14-08-2019,2019,Aug,CA-2019-136770,44312,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,East,Corporate,18-08-2019,Standard Class,Shipped Early,Ohio,Phones,4,6,40,56,2,260,389
Technology,Akron,United States,14-08-2019,2019,Aug,CA-2019-136770,44312,TEC-PH-10001530,Plantronics Voyager Pro Legend,East,Corporate,18-08-2019,Standard Class,Shipped Early,Ohio,Phones,4,6,40,49,2,247,370
Technology,Akron,United States,14-08-2019,2019,Aug,CA-2019-136770,44312,TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,East,Corporate,18-08-2019,Standard Class,Shipped Early,Ohio,Accessories,4,6,20,49,5,280,419
Technology,San Francisco,United States,24-10-2019,2019,Oct,CA-2019-118311,94110,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,West,Home Office,28-10-2019,Standard Class,Shipped Early,California,Accessories,4,6,0,162,5,450,674
Office Supplies,Grand Rapids,United States,23-08-2017,2017,Aug,US-2017-112795,49505,OFF-PA-10001934,Xerox 1993,Central,Home Office,28-08-2017,Second Class,Shipped Late,Michigan,Paper,5,3,0,10,3,19,29
Furniture,San Francisco,United States,15-09-2020,2020,Sep,CA-2020-127096,94109,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,West,Home Office,17-09-2020,Second Class,Shipped Early,California,Tables,2,3,20,11,1,301,451
Technology,Nashville,United States,15-06-2020,2020,Jun,CA-2020-119284,37211,TEC-PH-10001051,HTC One,South,Corporate,20-06-2020,Standard Class,Shipped Early,Tennessee,Phones,5,6,20,27,3,240,359
Furniture,Nashville,United States,15-06-2020,2020,Jun,CA-2020-119284,37211,FUR-FU-10004351,Staple-based wall hangings,South,Corporate,20-06-2020,Standard Class,Shipped Early,Tennessee,Furnishings,5,6,20,9,4,31,47
Furniture,Nashville,United States,15-06-2020,2020,Jun,CA-2020-119284,37211,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",South,Corporate,20-06-2020,Standard Class,Shipped Early,Tennessee,Tables,5,6,40,28,2,121,181
Technology,Nashville,United States,15-06-2020,2020,Jun,CA-2020-119284,37211,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),South,Corporate,20-06-2020,Standard Class,Shipped Early,Tennessee,Phones,5,6,20,224,8,2240,3355
Office Supplies,Nashville,United States,15-06-2020,2020,Jun,CA-2020-119284,37211,OFF-AP-10004249,Staple holder,South,Corporate,20-06-2020,Standard Class,Shipped Early,Tennessee,Appliances,5,6,20,7,8,77,115
Office Supplies,Nashville,United States,15-06-2020,2020,Jun,CA-2020-119284,37211,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",South,Corporate,20-06-2020,Standard Class,Shipped Early,Tennessee,Storage,5,6,20,18,1,143,214
Office Supplies,Nashville,United States,15-06-2020,2020,Jun,CA-2020-119284,37211,OFF-PA-10000312,Xerox 1955,South,Corporate,20-06-2020,Standard Class,Shipped Early,Tennessee,Paper,5,6,20,30,5,91,137
Office Supplies,Philadelphia,United States,01-03-2018,2018,Mar,CA-2018-133494,19120,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,Consumer,05-03-2018,Standard Class,Shipped Early,Pennsylvania,Appliances,4,6,20,0,2,4,5
Technology,Houston,United States,23-07-2019,2019,Jul,CA-2019-111318,77041,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Central,Consumer,26-07-2019,First Class,Shipped Late,Texas,Phones,3,1,20,12,8,115,172
Office Supplies,Reno,United States,01-10-2017,2017,Oct,US-2017-132745,89502,OFF-FA-10000254,Sterling Rubber Bands by Alliance,West,Home Office,05-10-2017,Standard Class,Shipped Early,Nevada,Fasteners,4,6,0,0,1,5,7
Furniture,New York City,United States,08-09-2017,2017,Sep,CA-2017-146815,10009,FUR-CH-10004289,Global Super Steno Chair,East,Home Office,13-09-2017,Standard Class,Shipped Early,New York,Chairs,5,6,10,13,2,173,259
Office Supplies,New York City,United States,08-09-2017,2017,Sep,CA-2017-146815,10009,OFF-AR-10003469,Nontoxic Chalk,East,Home Office,13-09-2017,Standard Class,Shipped Early,New York,Art,5,6,0,2,2,4,5
Technology,Los Angeles,United States,16-11-2017,2017,Nov,CA-2017-119144,90008,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,West,Corporate,18-11-2017,First Class,Shipped Late,California,Phones,2,1,20,18,4,80,120
Furniture,Los Angeles,United States,16-11-2017,2017,Nov,CA-2017-119144,90008,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",West,Corporate,18-11-2017,First Class,Shipped Late,California,Bookcases,2,1,15,25,3,306,458
Office Supplies,Los Angeles,United States,16-11-2017,2017,Nov,CA-2017-119144,90008,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,West,Corporate,18-11-2017,First Class,Shipped Late,California,Storage,2,1,0,10,3,345,517
Furniture,San Diego,United States,03-03-2017,2017,Mar,CA-2017-105648,92037,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",West,Consumer,07-03-2017,Standard Class,Shipped Early,California,Tables,4,6,20,23,3,626,938
Furniture,San Francisco,United States,03-12-2018,2018,Dec,US-2018-145422,94110,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",West,Consumer,07-12-2018,Standard Class,Shipped Early,California,Bookcases,4,6,15,30,3,359,538
Technology,San Diego,United States,11-07-2020,2020,Jul,CA-2020-136623,92105,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,West,Corporate,16-07-2020,Standard Class,Shipped Early,California,Phones,5,6,20,5,6,72,108
Office Supplies,San Diego,United States,11-07-2020,2020,Jul,CA-2020-136623,92105,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",West,Corporate,16-07-2020,Standard Class,Shipped Early,California,Binders,5,6,20,9,5,30,45
Office Supplies,Elyria,United States,16-11-2020,2020,Nov,CA-2020-121678,44035,OFF-BI-10002949,Prestige Round Ring Binders,East,Corporate,20-11-2020,Second Class,Shipped Late,Ohio,Binders,4,3,70,1,1,2,3
Office Supplies,Houston,United States,12-06-2019,2019,Jun,CA-2019-120824,77070,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Central,Home Office,16-06-2019,Second Class,Shipped Late,Texas,Appliances,4,3,80,161,4,64,96
Furniture,Houston,United States,12-06-2019,2019,Jun,CA-2019-120824,77070,FUR-FU-10001424,Dax Clear Box Frame,Central,Home Office,16-06-2019,Second Class,Shipped Late,Texas,Furnishings,4,3,60,5,2,7,10
Office Supplies,Houston,United States,12-06-2019,2019,Jun,CA-2019-120824,77070,OFF-AR-10003469,Nontoxic Chalk,Central,Home Office,16-06-2019,Second Class,Shipped Late,Texas,Art,4,3,20,4,8,11,17
Office Supplies,Houston,United States,12-06-2019,2019,Jun,CA-2019-120824,77070,OFF-PA-10000232,Xerox 1975,Central,Home Office,16-06-2019,Second Class,Shipped Late,Texas,Paper,4,3,20,6,3,16,23
Furniture,Houston,United States,12-06-2019,2019,Jun,CA-2019-120824,77070,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Central,Home Office,16-06-2019,Second Class,Shipped Late,Texas,Chairs,4,3,30,119,2,379,568
Office Supplies,Houston,United States,12-06-2019,2019,Jun,CA-2019-120824,77070,OFF-ST-10002562,Staple magnet,Central,Home Office,16-06-2019,Second Class,Shipped Late,Texas,Storage,4,3,20,7,9,68,101
Office Supplies,Houston,United States,12-06-2019,2019,Jun,CA-2019-120824,77070,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Central,Home Office,16-06-2019,Second Class,Shipped Late,Texas,Binders,4,3,80,3,2,2,2
Office Supplies,Miami,United States,29-12-2019,2019,Dec,US-2019-135209,33178,OFF-PA-10002986,Xerox 1898,South,Home Office,31-12-2019,Second Class,Shipped Early,Florida,Paper,2,3,20,13,7,37,56
Office Supplies,Miami,United States,29-12-2019,2019,Dec,US-2019-135209,33178,OFF-PA-10000143,Astroparche Fine Business Paper,South,Home Office,31-12-2019,Second Class,Shipped Early,Florida,Paper,2,3,20,9,6,25,38
Office Supplies,Seattle,United States,18-03-2020,2020,Mar,CA-2020-148145,98115,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,West,Consumer,23-03-2020,Standard Class,Shipped Early,Washington,Art,5,6,0,21,4,46,69
Technology,Murfreesboro,United States,27-12-2018,2018,Dec,CA-2018-103870,37130,TEC-AC-10002370,Maxell CD-R Discs,South,Corporate,31-12-2018,Standard Class,Shipped Early,Tennessee,Accessories,4,6,20,1,3,5,7
Furniture,Murfreesboro,United States,27-12-2018,2018,Dec,CA-2018-103870,37130,FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",South,Corporate,31-12-2018,Standard Class,Shipped Early,Tennessee,Furnishings,4,6,20,16,3,53,80
Furniture,Murfreesboro,United States,27-12-2018,2018,Dec,CA-2018-103870,37130,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,South,Corporate,31-12-2018,Standard Class,Shipped Early,Tennessee,Bookcases,4,6,20,8,2,131,196
Office Supplies,Murfreesboro,United States,27-12-2018,2018,Dec,CA-2018-103870,37130,OFF-ST-10002562,Staple magnet,South,Corporate,31-12-2018,Standard Class,Shipped Early,Tennessee,Storage,4,6,20,2,3,23,34
Technology,Murfreesboro,United States,27-12-2018,2018,Dec,CA-2018-103870,37130,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,South,Corporate,31-12-2018,Standard Class,Shipped Early,Tennessee,Accessories,4,6,20,13,7,73,109
Office Supplies,Saint Louis,United States,31-07-2018,2018,Jul,CA-2018-111017,63116,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Central,Corporate,06-08-2018,Standard Class,Shipped On Time,Missouri,Supplies,6,6,0,16,3,53,79
Office Supplies,Seattle,United States,27-06-2020,2020,Jun,CA-2020-116988,98105,OFF-PA-10003848,Xerox 1997,West,Corporate,29-06-2020,Second Class,Shipped Early,Washington,Paper,2,3,0,9,3,19,29
Furniture,Seattle,United States,27-06-2020,2020,Jun,CA-2020-116988,98105,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,West,Corporate,29-06-2020,Second Class,Shipped Early,Washington,Furnishings,2,3,0,40,3,126,189
Technology,Seattle,United States,27-06-2020,2020,Jun,CA-2020-116988,98105,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,West,Corporate,29-06-2020,Second Class,Shipped Early,Washington,Accessories,2,3,0,245,5,1287,1928
Office Supplies,New York City,United States,07-02-2017,2017,Feb,US-2017-169390,10024,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,East,Corporate,10-02-2017,Second Class,Shipped On Time,New York,Storage,3,3,0,10,4,65,97
Office Supplies,Woodbury,United States,04-09-2019,2019,Sep,CA-2019-168774,55125,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Central,Corporate,09-09-2019,Standard Class,Shipped Early,Minnesota,Storage,5,6,0,161,3,535,802
Office Supplies,Chattanooga,United States,06-04-2020,2020,Apr,CA-2020-161592,37421,OFF-BI-10003669,3M Organizer Strips,South,Corporate,10-04-2020,Standard Class,Shipped Early,Tennessee,Binders,4,6,70,6,5,8,12
Office Supplies,Philadelphia,United States,08-12-2020,2020,Dec,US-2020-131961,19140,OFF-AR-10004441,BIC Brite Liner Highlighters,East,Consumer,11-12-2020,First Class,Shipped Late,Pennsylvania,Art,3,1,20,4,4,13,20
Technology,Philadelphia,United States,08-12-2020,2020,Dec,US-2020-131961,19140,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,East,Consumer,11-12-2020,First Class,Shipped Late,Pennsylvania,Phones,3,1,40,21,2,84,126
Office Supplies,Lafayette,United States,24-07-2019,2019,Jul,CA-2019-102498,70506,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,South,Consumer,25-07-2019,First Class,Shipped On Time,Louisiana,Art,1,1,0,21,5,73,110
Office Supplies,Lawrence,United States,09-11-2018,2018,Nov,CA-2018-113222,46226,OFF-BI-10001890,Avery Poly Binder Pockets,Central,Home Office,09-11-2018,Same Day,Shipped On Time,Indiana,Binders,0,0,0,5,3,11,16
Furniture,Hillsboro,United States,02-10-2018,2018,Oct,US-2018-144771,97123,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,West,Consumer,04-10-2018,First Class,Shipped Late,Oregon,Furnishings,2,1,20,3,1,11,17
Technology,Hillsboro,United States,02-10-2018,2018,Oct,US-2018-144771,97123,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Consumer,04-10-2018,First Class,Shipped Late,Oregon,Accessories,2,1,20,5,3,53,79
Office Supplies,Cambridge,United States,22-11-2018,2018,Nov,CA-2018-162376,2138,OFF-AR-10003056,Newell 341,East,Home Office,25-11-2018,Second Class,Shipped On Time,Massachusetts,Art,3,3,0,5,4,17,26
Office Supplies,Cambridge,United States,22-11-2018,2018,Nov,CA-2018-162376,2138,OFF-PA-10000300,Xerox 1936,East,Home Office,25-11-2018,Second Class,Shipped On Time,Massachusetts,Paper,3,3,0,28,3,60,90
Furniture,San Diego,United States,02-02-2020,2020,Feb,CA-2020-128076,92105,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,West,Corporate,07-02-2020,Standard Class,Shipped Early,California,Furnishings,5,6,0,13,2,211,315
Office Supplies,San Diego,United States,02-02-2020,2020,Feb,CA-2020-128076,92105,OFF-BI-10003638,GBC Durable Plastic Covers,West,Corporate,07-02-2020,Standard Class,Shipped Early,California,Binders,5,6,20,10,2,31,46
Technology,San Diego,United States,02-02-2020,2020,Feb,CA-2020-128076,92105,TEC-MA-10002109,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",West,Corporate,07-02-2020,Standard Class,Shipped Early,California,Machines,5,6,20,39,2,240,359
Office Supplies,New York City,United States,16-06-2018,2018,Jun,US-2018-163825,10009,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,East,Consumer,19-06-2018,First Class,Shipped Late,New York,Binders,3,1,20,1144,3,3050,4568
Technology,New York City,United States,16-06-2018,2018,Jun,US-2018-163825,10009,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,East,Consumer,19-06-2018,First Class,Shipped Late,New York,Phones,3,1,0,33,2,134,201
Office Supplies,Tallahassee,United States,05-05-2019,2019,May,CA-2019-105662,32303,OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",South,Home Office,09-05-2019,Standard Class,Shipped Early,Florida,Paper,4,6,20,31,4,93,140
Technology,Tallahassee,United States,05-05-2019,2019,May,CA-2019-105662,32303,TEC-PH-10001198,Avaya 4621SW VoIP phone,South,Home Office,09-05-2019,Standard Class,Shipped Early,Florida,Phones,4,6,20,20,3,177,266
Office Supplies,Toledo,United States,09-09-2020,2020,Sep,CA-2020-152198,43615,OFF-LA-10000443,Avery 501,East,Consumer,10-09-2020,First Class,Shipped On Time,Ohio,Labels,1,1,20,6,6,18,27
Office Supplies,Toledo,United States,09-09-2020,2020,Sep,CA-2020-152198,43615,OFF-BI-10003669,3M Organizer Strips,East,Consumer,10-09-2020,First Class,Shipped On Time,Ohio,Binders,1,1,70,4,3,5,7
Office Supplies,Toledo,United States,09-09-2020,2020,Sep,CA-2020-152198,43615,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",East,Consumer,10-09-2020,First Class,Shipped On Time,Ohio,Binders,1,1,70,5,2,6,9
Office Supplies,Columbia,United States,22-07-2019,2019,Jul,CA-2019-114307,21044,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,East,Corporate,26-07-2019,Standard Class,Shipped Early,Maryland,Appliances,4,6,0,11,2,38,56
Office Supplies,Columbia,United States,22-07-2019,2019,Jul,CA-2019-114307,21044,OFF-PA-10004100,Xerox 216,East,Corporate,26-07-2019,Standard Class,Shipped Early,Maryland,Paper,4,6,0,25,8,52,78
Furniture,Columbia,United States,22-07-2019,2019,Jul,CA-2019-114307,21044,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",East,Corporate,26-07-2019,Standard Class,Shipped Early,Maryland,Furnishings,4,6,0,9,3,27,41
Office Supplies,Columbia,United States,22-07-2019,2019,Jul,CA-2019-114307,21044,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,East,Corporate,26-07-2019,Standard Class,Shipped Early,Maryland,Binders,4,6,0,3,3,5,8
Office Supplies,Atlanta,United States,31-01-2019,2019,Jan,CA-2019-159891,30318,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,South,Home Office,06-02-2019,Standard Class,Shipped On Time,Georgia,Binders,6,6,0,635,1,1271,1903
Office Supplies,Atlanta,United States,31-01-2019,2019,Jan,CA-2019-159891,30318,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",South,Home Office,06-02-2019,Standard Class,Shipped On Time,Georgia,Envelopes,6,6,0,59,8,125,188
Office Supplies,Sacramento,United States,29-12-2019,2019,Dec,CA-2019-112578,95823,OFF-ST-10003722,Project Tote Personal File,West,Consumer,02-01-2020,Standard Class,Shipped Early,California,Storage,4,6,0,4,1,14,21
Office Supplies,Sacramento,United States,29-12-2019,2019,Dec,CA-2019-112578,95823,OFF-SU-10002557,Fiskars Spring-Action Scissors,West,Consumer,02-01-2020,Standard Class,Shipped Early,California,Supplies,4,6,0,7,2,28,42
Office Supplies,Fort Worth,United States,21-11-2018,2018,Nov,CA-2018-107083,76106,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Central,Corporate,27-11-2018,Standard Class,Shipped On Time,Texas,Art,6,6,20,1,2,5,8
Office Supplies,Fort Worth,United States,21-11-2018,2018,Nov,CA-2018-107083,76106,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Central,Corporate,27-11-2018,Standard Class,Shipped On Time,Texas,Binders,6,6,80,3,2,2,3
Office Supplies,Fort Worth,United States,21-11-2018,2018,Nov,CA-2018-107083,76106,OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,Central,Corporate,27-11-2018,Standard Class,Shipped On Time,Texas,Appliances,6,6,80,68,3,25,37
Office Supplies,Fort Worth,United States,21-11-2018,2018,Nov,CA-2018-107083,76106,OFF-BI-10002194,Cardinal Hold-It CD Pocket,Central,Corporate,27-11-2018,Standard Class,Shipped On Time,Texas,Binders,6,6,80,13,5,8,12
Technology,Columbus,United States,05-10-2018,2018,Oct,CA-2018-151722,43229,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,East,Consumer,09-10-2018,Standard Class,Shipped Early,Ohio,Accessories,4,6,20,58,4,288,431
Technology,Louisville,United States,12-09-2019,2019,Sep,CA-2019-151148,80027,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,West,Home Office,13-09-2019,Same Day,Shipped Late,Colorado,Phones,1,0,20,9,3,147,220
Furniture,Louisville,United States,12-09-2019,2019,Sep,CA-2019-151148,80027,FUR-CH-10002304,"Global Stack Chair without Arms, Black",West,Home Office,13-09-2019,Same Day,Shipped Late,Colorado,Chairs,1,0,20,5,4,83,125
Office Supplies,Raleigh,United States,14-09-2020,2020,Sep,CA-2020-115882,27604,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,South,Corporate,17-09-2020,First Class,Shipped Late,North Carolina,Appliances,3,1,20,94,4,943,1412
Office Supplies,Raleigh,United States,14-09-2020,2020,Sep,CA-2020-115882,27604,OFF-PA-10001125,Xerox 1988,South,Corporate,17-09-2020,First Class,Shipped Late,North Carolina,Paper,3,1,20,23,3,74,111
